msuiche	C++	850	3
zodiacon	C++	5500	3
everdox	C	250	3
can1357	C++	2250	3
alexndrejoly	C++	1400	3
btbd	C	800	3
adrianyy	C++	600	3
Mimi8298	CSharp	320	3
vaz985	C++	850	3
joseoliveirajr	Python	600	3
rennancordeiro	Python	2350	3
ramongonze	Python	500	3
brunodemattos	OCaml	100	3
caiocaldeira3	Python	600	3
isadorasalles	Jupyter Notebook	750	3
luizacbcampos	Python	550	3
LuGaluppo	none	281.6601048851673	3
rafaatsouza	CSharp	359.7056274847714	3
ariel-codes	Ruby	1950	3
Guilherme26	Python	650	3
aulus97	Jupyter Notebook	650	3
ggapp1	Python	1750	3
rafaelgo2	C++	550	3
julramos	C++	100	3
gabrielcrds	Python	250	3
nugluke	Python	400	3
RanderGabriel	TypeScript	1650	3
luizhemelo	Jupyter Notebook	1200	3
matheusfebarbosa	C	650	3
mcatrinque	Jupyter Notebook	100	3
filipe-vitorino	Python	400	3
TaynaraCruz	C++	250	3
LessaAugusto	C++	250	3
LuanFranco98	Python	400	3
emanueljuliano	Jupyter Notebook	550	3
matheusmtta	C++	450	3
evellynsc	C++	600	3
lucas-subli	C++	950	3
jeresig	JavaScript	9750	3
sstephenson	JavaScript	2150	3
nalanj	Go	3150	3
superchris	JavaScript	4600	3
remy	JavaScript	7200	3
chrishamant	JavaScript	2550	3
jessecravens	JavaScript	6950	3
padolsey	JavaScript	7500	3
balupton	JavaScript	4500	3
BruceHubbard	JavaScript	2500	3
scottjehl	JavaScript	6350	3
mutewinter	JavaScript	3850	3
Wilto	JavaScript	4450	3
bencallahan	JavaScript	950	3
bevacqua	JavaScript	9350	3
technobly	C++	4650	3
shortdiv	JavaScript	6050	3
DeHartSharp	none	60.00000000000001	3
mojombo	Ruby	3500	3
Deimos	Python	1300	3
leafo	Lua	3300	3
mjdave	Objective-C	150	3
BobPalmer	CSharp	615.7921727336261	3
NoelFB	CSharp	1295.724275683565	3
Dinnerbone	Java	1200	3
keijiro	CSharp	5079.5275370845275	3
aras-p	C++	3950	3
octocat	HTML	150	3
ncase	JavaScript	10300	3
ninlilizi	CSharp	306.12496949731394	3
lashtear	CSharp	347.6166303929372	3
garrynewman	CSharp	1609.9650345375583	3
danielzeller	CSharp	946.0669522232181	3
Cojomax99	Java	1400	3
PhilSA	CSharp	327.4901573277509	3
jellysquid3	Rust	300	3
linuxgurugamer	CSharp	564.2562584220407	3
slicedlime	mcfunction	900	3
molly	Python	2200	3
lidgren	CSharp	346.4101615137755	3
conundrumer	JavaScript	4750	3
PsykomantaBrain	CSharp	100	3
FreyaHolmer	CSharp	1434.92105044455	3
pipe01	CSharp	628.4441020371193	3
staggartcreations	CSharp	312.40998703626616	3
tnordquist	Java	6300	3
TreyPage	Java	3600	3
jscpeterson	Python	2100	3
boyblue323	Java	800	3
balexander16	Java	3400	3
matthewjones2435	Java	3400	3
JohnvBailey	Java	3300	3
austindewitt13	Java	3100	3
anita-martin5703	Java	3200	3
Monjoie11	Java	4900	3
FLAME270	PHP	350	3
goktan507	PHP	800	3
vrijeshpatel1997	HTML	2300	3
krwalsh1	Java	100	3
MannJaiswal786	JavaScript	400	3
caydentm	HTML	100	3
alexayalamcs	Python	800	3
wwu-mentors	TeX	200	3
kalinmjohnson	CSS	100	3
ellenotoole10	HTML	200	3
GideonWolfe	Shell	1600	3
ethanimooney	Java	350	3
davidcastel	HTML	800	3
DanielVillarreal4	Java	100	3
carolinejmg	none	56.56854249492381	3
ShadowStrikers	none	50	3
makenna-monteiro	none	60.00000000000001	3
8-bear	Python	850	3
rauchg	JavaScript	10100	4
pedroha	JavaScript	9000	4
ryanflorence	JavaScript	12200	4
